time,ecu,signal,value,fault
2026-03-17T16:56:57.113156,0x200,brake_pressure,1.96,OK
2026-03-17T16:56:57.113178,0x300,accel_pedal,31.54,OK
2026-03-17T16:56:57.125792,0x100,wheel_speed,59.35,OK
2026-03-17T16:56:57.125814,0x200,brake_pressure,0.4,OK
2026-03-17T16:56:57.125828,0x300,accel_pedal,29.75,OK
2026-03-17T16:56:57.138594,0x100,wheel_speed,63.43,OK
2026-03-17T16:56:57.138635,0x200,brake_pressure,0.5,OK
2026-03-17T16:56:57.138655,0x300,accel_pedal,31.99,OK
2026-03-17T16:56:57.151327,0x100,wheel_speed,55.43,OK
2026-03-17T16:56:57.151364,0x200,brake_pressure,1.57,OK
2026-03-17T16:56:57.151385,0x300,accel_pedal,29.29,OK
2026-03-17T16:56:57.164134,0x100,wheel_speed,63.87,OK
2026-03-17T16:56:57.164178,0x200,brake_pressure,0.73,OK
2026-03-17T16:56:57.164198,0x300,accel_pedal,27.44,OK
2026-03-17T16:56:57.176811,0x100,wheel_speed,64.38,OK
2026-03-17T16:56:57.176844,0x200,brake_pressure,-0.15,OUT_OF_RANGE
2026-03-17T16:56:57.176954,0x300,accel_pedal,28.21,OK
2026-03-17T16:56:57.189505,0x100,wheel_speed,62.88,OK
2026-03-17T16:56:57.189531,0x200,brake_pressure,-1.28,OUT_OF_RANGE
2026-03-17T16:56:57.189599,0x300,accel_pedal,28.28,OK
2026-03-17T16:56:57.202305,0x100,wheel_speed,60.79,OK
2026-03-17T16:56:57.202347,0x200,brake_pressure,0.85,OK
2026-03-17T16:56:57.202368,0x300,accel_pedal,32.73,OK
2026-03-17T16:56:57.213190,0x100,wheel_speed,60.2,OK
2026-03-17T16:56:57.213210,0x200,brake_pressure,-0.79,OUT_OF_RANGE
2026-03-17T16:56:57.213269,0x300,accel_pedal,27.64,OK
2026-03-17T16:56:57.225894,0x100,wheel_speed,60.26,OK
2026-03-17T16:56:57.225915,0x200,brake_pressure,0.16,OK
2026-03-17T16:56:57.225925,0x300,accel_pedal,32.05,OK
2026-03-17T16:56:57.238689,0x100,wheel_speed,55.42,OK
2026-03-17T16:56:57.238732,0x200,brake_pressure,0.77,OK
2026-03-17T16:56:57.238751,0x300,accel_pedal,30.71,OK
2026-03-17T16:56:57.251318,0x100,wheel_speed,64.3,OK
2026-03-17T16:56:57.251338,0x200,brake_pressure,-0.8,OUT_OF_RANGE
2026-03-17T16:56:57.251411,0x300,accel_pedal,27.83,OK
2026-03-17T16:56:57.264108,0x100,wheel_speed,55.27,OK
2026-03-17T16:56:57.264151,0x200,brake_pressure,-0.25,OUT_OF_RANGE
2026-03-17T16:56:57.264336,0x300,accel_pedal,30.84,OK
2026-03-17T16:56:57.276867,0x100,wheel_speed,61.57,OK
2026-03-17T16:56:57.276906,0x200,brake_pressure,1.46,OK
2026-03-17T16:56:57.276930,0x300,accel_pedal,28.12,OK
2026-03-17T16:56:57.289466,0x100,wheel_speed,62.6,OK
2026-03-17T16:56:57.289483,0x200,brake_pressure,-1.32,OUT_OF_RANGE
2026-03-17T16:56:57.289566,0x300,accel_pedal,31.49,OK
2026-03-17T16:56:57.301260,0x100,wheel_speed,61.74,OK
2026-03-17T16:56:57.301394,0x200,brake_pressure,1.56,OK
2026-03-17T16:56:57.301410,0x300,accel_pedal,30.93,OK
2026-03-17T16:56:57.313956,0x100,wheel_speed,56.86,OK
2026-03-17T16:56:57.313984,0x200,brake_pressure,1.14,OK
2026-03-17T16:56:57.314002,0x300,accel_pedal,29.63,OK
2026-03-17T16:56:57.326612,0x100,wheel_speed,55.38,OK
2026-03-17T16:56:57.326637,0x200,brake_pressure,-1.43,OUT_OF_RANGE
2026-03-17T16:56:57.326730,0x300,accel_pedal,30.15,OK
2026-03-17T16:56:57.339438,0x100,wheel_speed,62.51,OK
2026-03-17T16:56:57.339487,0x200,brake_pressure,-1.83,OUT_OF_RANGE
2026-03-17T16:56:57.339581,0x300,accel_pedal,30.05,OK
2026-03-17T16:56:57.352195,0x100,wheel_speed,64.54,OK
2026-03-17T16:56:57.352231,0x200,brake_pressure,-1.4,OUT_OF_RANGE
2026-03-17T16:56:57.352311,0x300,accel_pedal,30.86,OK
2026-03-17T16:56:57.365109,0x100,wheel_speed,57.09,OK
2026-03-17T16:56:57.365159,0x200,brake_pressure,1.98,OK
2026-03-17T16:56:57.365180,0x300,accel_pedal,31.0,OK
2026-03-17T16:56:57.377910,0x100,wheel_speed,62.17,OK
2026-03-17T16:56:57.377958,0x200,brake_pressure,-0.86,OUT_OF_RANGE
2026-03-17T16:56:57.378071,0x300,accel_pedal,32.38,OK
2026-03-17T16:56:57.390664,0x100,wheel_speed,56.08,OK
2026-03-17T16:56:57.390704,0x200,brake_pressure,1.57,OK
2026-03-17T16:56:57.390724,0x300,accel_pedal,30.25,OK
2026-03-17T16:56:57.402297,0x100,wheel_speed,62.45,OK
2026-03-17T16:56:57.402343,0x200,brake_pressure,-0.83,OUT_OF_RANGE
2026-03-17T16:56:57.402443,0x300,accel_pedal,31.96,OK
2026-03-17T16:56:57.413124,0x100,wheel_speed,59.93,OK
2026-03-17T16:56:57.413187,0x200,brake_pressure,-0.04,OUT_OF_RANGE
2026-03-17T16:56:57.413283,0x300,accel_pedal,27.83,OK
2026-03-17T16:56:57.425210,0x100,wheel_speed,62.12,OK
2026-03-17T16:56:57.425256,0x200,brake_pressure,-0.32,OUT_OF_RANGE
2026-03-17T16:56:57.425343,0x300,accel_pedal,27.91,OK
2026-03-17T16:56:57.435593,0x100,wheel_speed,57.06,OK
2026-03-17T16:56:57.435629,0x200,brake_pressure,1.81,OK
2026-03-17T16:56:57.435643,0x300,accel_pedal,28.82,OK
2026-03-17T16:56:57.446657,0x100,wheel_speed,64.41,OK
2026-03-17T16:56:57.446710,0x200,brake_pressure,1.93,OK
2026-03-17T16:56:57.446734,0x300,accel_pedal,30.74,OK
2026-03-17T16:56:57.459404,0x100,wheel_speed,60.03,OK
2026-03-17T16:56:57.459445,0x200,brake_pressure,1.07,OK
2026-03-17T16:56:57.459456,0x300,accel_pedal,31.44,OK
2026-03-17T16:56:57.472163,0x100,wheel_speed,61.05,OK
2026-03-17T16:56:57.472202,0x200,brake_pressure,-1.78,OUT_OF_RANGE
2026-03-17T16:56:57.472288,0x300,accel_pedal,29.14,OK
2026-03-17T16:56:57.484915,0x100,wheel_speed,56.33,OK
2026-03-17T16:56:57.484961,0x200,brake_pressure,-0.98,OUT_OF_RANGE
2026-03-17T16:56:57.485051,0x300,accel_pedal,29.91,OK
2026-03-17T16:56:57.495749,0x100,wheel_speed,56.03,OK
2026-03-17T16:56:57.495792,0x200,brake_pressure,-1.32,OUT_OF_RANGE
2026-03-17T16:56:57.495876,0x300,accel_pedal,28.11,OK
2026-03-17T16:56:57.508555,0x100,wheel_speed,56.95,OK
2026-03-17T16:56:57.508603,0x200,brake_pressure,-1.07,OUT_OF_RANGE
2026-03-17T16:56:57.508690,0x300,accel_pedal,28.07,OK
2026-03-17T16:56:57.520913,0x100,wheel_speed,64.71,OK
2026-03-17T16:56:57.520950,0x200,brake_pressure,0.4,OK
2026-03-17T16:56:57.520961,0x300,accel_pedal,27.78,OK
2026-03-17T16:56:57.533742,0x100,wheel_speed,63.06,OK
2026-03-17T16:56:57.533787,0x200,brake_pressure,-1.54,OUT_OF_RANGE
2026-03-17T16:56:57.533873,0x300,accel_pedal,27.41,OK
2026-03-17T16:56:57.546275,0x100,wheel_speed,62.39,OK
2026-03-17T16:56:57.546331,0x200,brake_pressure,1.17,OK
2026-03-17T16:56:57.546351,0x300,accel_pedal,28.27,OK
2026-03-17T16:56:57.558892,0x100,wheel_speed,56.59,OK
2026-03-17T16:56:57.558924,0x200,brake_pressure,0.09,OK
2026-03-17T16:56:57.558934,0x300,accel_pedal,28.71,OK
2026-03-17T16:56:57.571613,0x100,wheel_speed,57.8,OK
2026-03-17T16:56:57.571643,0x200,brake_pressure,-1.31,OUT_OF_RANGE
2026-03-17T16:56:57.571716,0x300,accel_pedal,27.7,OK
2026-03-17T16:56:57.584431,0x100,wheel_speed,60.6,OK
2026-03-17T16:56:57.584474,0x200,brake_pressure,0.78,OK
2026-03-17T16:56:57.584494,0x300,accel_pedal,30.41,OK
2026-03-17T16:56:57.597344,0x100,wheel_speed,58.14,OK
2026-03-17T16:56:57.597420,0x200,brake_pressure,1.93,OK
2026-03-17T16:56:57.597442,0x300,accel_pedal,27.21,OK
2026-03-17T16:56:57.610165,0x100,wheel_speed,62.75,OK
2026-03-17T16:56:57.610204,0x200,brake_pressure,0.39,OK
2026-03-17T16:56:57.610216,0x300,accel_pedal,28.62,OK
2026-03-17T16:56:57.622869,0x100,wheel_speed,58.97,OK
2026-03-17T16:56:57.622899,0x200,brake_pressure,1.55,OK
2026-03-17T16:56:57.622912,0x300,accel_pedal,30.46,OK
2026-03-17T16:56:57.635633,0x100,wheel_speed,63.21,OK
2026-03-17T16:56:57.635670,0x200,brake_pressure,1.85,OK
2026-03-17T16:56:57.635690,0x300,accel_pedal,28.04,OK
2026-03-17T16:56:57.648378,0x100,wheel_speed,60.02,OK
2026-03-17T16:56:57.648416,0x200,brake_pressure,1.62,OK
2026-03-17T16:56:57.648434,0x300,accel_pedal,32.36,OK
2026-03-17T16:56:57.658786,0x100,wheel_speed,62.69,OK
2026-03-17T16:56:57.658823,0x200,brake_pressure,1.82,OK
2026-03-17T16:56:57.658843,0x300,accel_pedal,31.87,OK
2026-03-17T16:56:57.671594,0x100,wheel_speed,61.89,OK
2026-03-17T16:56:57.671640,0x200,brake_pressure,-1.83,OUT_OF_RANGE
2026-03-17T16:56:57.671745,0x300,accel_pedal,28.24,OK
2026-03-17T16:56:57.684007,0x100,wheel_speed,55.65,OK
2026-03-17T16:56:57.684048,0x200,brake_pressure,0.55,OK
2026-03-17T16:56:57.684069,0x300,accel_pedal,31.72,OK
2026-03-17T16:56:57.696895,0x100,wheel_speed,64.84,OK
2026-03-17T16:56:57.696944,0x200,brake_pressure,1.29,OK
2026-03-17T16:56:57.696965,0x300,accel_pedal,32.94,OK
2026-03-17T16:56:57.709479,0x100,wheel_speed,62.31,OK
2026-03-17T16:56:57.709505,0x200,brake_pressure,-0.84,OUT_OF_RANGE
2026-03-17T16:56:57.709575,0x300,accel_pedal,31.07,OK
2026-03-17T16:56:57.722178,0x100,wheel_speed,58.86,OK
2026-03-17T16:56:57.722205,0x200,brake_pressure,1.27,OK
2026-03-17T16:56:57.722216,0x300,accel_pedal,32.82,OK
2026-03-17T16:56:57.733084,0x100,wheel_speed,56.1,OK
2026-03-17T16:56:57.733118,0x200,brake_pressure,-0.53,OUT_OF_RANGE
2026-03-17T16:56:57.733191,0x300,accel_pedal,32.9,OK
2026-03-17T16:56:57.743530,0x100,wheel_speed,55.02,OK
2026-03-17T16:56:57.743572,0x200,brake_pressure,-0.23,OUT_OF_RANGE
2026-03-17T16:56:57.743662,0x300,accel_pedal,31.69,OK
2026-03-17T16:56:57.756300,0x100,wheel_speed,63.97,OK
2026-03-17T16:56:57.756335,0x200,brake_pressure,1.09,OK
2026-03-17T16:56:57.756351,0x300,accel_pedal,28.18,OK
2026-03-17T16:56:57.768995,0x100,wheel_speed,55.6,OK
2026-03-17T16:56:57.769032,0x200,brake_pressure,-0.35,OUT_OF_RANGE
2026-03-17T16:56:57.769115,0x300,accel_pedal,28.28,OK
2026-03-17T16:56:57.781791,0x100,wheel_speed,60.54,OK
2026-03-17T16:56:57.781835,0x200,brake_pressure,0.76,OK
2026-03-17T16:56:57.781853,0x300,accel_pedal,29.62,OK
2026-03-17T16:56:57.794296,0x100,wheel_speed,59.82,OK
2026-03-17T16:56:57.794331,0x200,brake_pressure,-0.23,OUT_OF_RANGE
2026-03-17T16:56:57.794429,0x300,accel_pedal,28.43,OK
2026-03-17T16:56:57.807017,0x100,wheel_speed,55.94,OK
2026-03-17T16:56:57.807057,0x200,brake_pressure,0.92,OK
2026-03-17T16:56:57.807068,0x300,accel_pedal,27.12,OK
2026-03-17T16:56:57.819868,0x100,wheel_speed,62.27,OK
2026-03-17T16:56:57.819920,0x200,brake_pressure,0.44,OK
2026-03-17T16:56:57.819941,0x300,accel_pedal,27.95,OK
2026-03-17T16:56:57.832698,0x100,wheel_speed,59.42,OK
2026-03-17T16:56:57.832748,0x200,brake_pressure,-0.19,OUT_OF_RANGE
2026-03-17T16:56:57.832860,0x300,accel_pedal,32.3,OK
2026-03-17T16:56:57.843416,0x100,wheel_speed,55.82,OK
2026-03-17T16:56:57.843457,0x200,brake_pressure,-0.58,OUT_OF_RANGE
2026-03-17T16:56:57.843542,0x300,accel_pedal,31.62,OK
2026-03-17T16:56:57.856087,0x100,wheel_speed,62.14,OK
2026-03-17T16:56:57.856116,0x200,brake_pressure,0.09,OK
2026-03-17T16:56:57.856128,0x300,accel_pedal,31.68,OK
2026-03-17T16:56:57.867892,0x100,wheel_speed,60.45,OK
2026-03-17T16:56:57.867931,0x200,brake_pressure,1.49,OK
2026-03-17T16:56:57.867950,0x300,accel_pedal,27.67,OK
2026-03-17T16:56:57.880694,0x100,wheel_speed,55.78,OK
2026-03-17T16:56:57.880736,0x200,brake_pressure,-0.13,OUT_OF_RANGE
2026-03-17T16:56:57.880871,0x300,accel_pedal,31.88,OK
2026-03-17T16:56:57.893350,0x100,wheel_speed,62.46,OK
2026-03-17T16:56:57.893382,0x200,brake_pressure,0.96,OK
2026-03-17T16:56:57.893399,0x300,accel_pedal,28.9,OK
2026-03-17T16:56:57.906054,0x100,wheel_speed,56.16,OK
2026-03-17T16:56:57.906089,0x200,brake_pressure,0.01,OK
2026-03-17T16:56:57.906106,0x300,accel_pedal,28.51,OK
2026-03-17T16:56:57.918725,0x100,wheel_speed,64.35,OK
2026-03-17T16:56:57.918753,0x200,brake_pressure,-1.2,OUT_OF_RANGE
2026-03-17T16:56:57.918825,0x300,accel_pedal,29.94,OK
2026-03-17T16:56:57.931444,0x100,wheel_speed,60.38,OK
2026-03-17T16:56:57.931470,0x200,brake_pressure,1.2,OK
2026-03-17T16:56:57.931484,0x300,accel_pedal,30.18,OK
2026-03-17T16:56:57.944126,0x100,wheel_speed,63.63,OK
2026-03-17T16:56:57.944154,0x200,brake_pressure,-1.55,OUT_OF_RANGE
2026-03-17T16:56:57.944225,0x300,accel_pedal,30.33,OK
2026-03-17T16:56:57.956803,0x100,wheel_speed,64.17,OK
2026-03-17T16:56:57.956831,0x200,brake_pressure,-1.7,OUT_OF_RANGE
2026-03-17T16:56:57.956891,0x300,accel_pedal,29.06,OK
2026-03-17T16:56:57.968913,0x100,wheel_speed,64.54,OK
2026-03-17T16:56:57.968946,0x200,brake_pressure,1.16,OK
2026-03-17T16:56:57.968957,0x300,accel_pedal,29.0,OK
2026-03-17T16:56:57.979995,0x100,wheel_speed,57.75,OK
2026-03-17T16:56:57.980032,0x200,brake_pressure,-1.43,OUT_OF_RANGE
2026-03-17T16:56:57.980111,0x300,accel_pedal,30.13,OK
2026-03-17T16:56:57.991720,0x100,wheel_speed,62.64,OK
2026-03-17T16:56:57.991754,0x200,brake_pressure,-1.04,OUT_OF_RANGE
2026-03-17T16:56:57.991832,0x300,accel_pedal,29.76,OK
2026-03-17T16:56:58.004534,0x100,wheel_speed,64.18,OK
2026-03-17T16:56:58.004582,0x200,brake_pressure,1.83,OK
2026-03-17T16:56:58.004597,0x300,accel_pedal,32.31,OK
2026-03-17T16:56:58.017410,0x100,wheel_speed,55.76,OK
2026-03-17T16:56:58.017471,0x200,brake_pressure,-1.81,OUT_OF_RANGE
2026-03-17T16:56:58.017581,0x300,accel_pedal,29.21,OK
2026-03-17T16:56:58.030161,0x100,wheel_speed,62.3,OK
2026-03-17T16:56:58.030223,0x200,brake_pressure,-1.75,OUT_OF_RANGE
2026-03-17T16:56:58.030317,0x300,accel_pedal,27.75,OK
2026-03-17T16:56:58.042928,0x100,wheel_speed,55.05,OK
2026-03-17T16:56:58.042970,0x200,brake_pressure,-1.97,OUT_OF_RANGE
2026-03-17T16:56:58.043077,0x300,accel_pedal,31.06,OK
2026-03-17T16:56:58.055739,0x100,wheel_speed,62.76,OK
2026-03-17T16:56:58.055784,0x200,brake_pressure,-1.03,OUT_OF_RANGE
2026-03-17T16:56:58.055876,0x300,accel_pedal,32.55,OK
2026-03-17T16:56:58.068717,0x100,wheel_speed,63.53,OK
2026-03-17T16:56:58.068764,0x200,brake_pressure,-0.49,OUT_OF_RANGE
2026-03-17T16:56:58.068853,0x300,accel_pedal,28.91,OK
2026-03-17T16:56:58.081403,0x100,wheel_speed,61.82,OK
2026-03-17T16:56:58.081454,0x200,brake_pressure,0.4,OK
2026-03-17T16:56:58.081473,0x300,accel_pedal,32.24,OK
2026-03-17T16:56:58.094182,0x100,wheel_speed,56.22,OK
2026-03-17T16:56:58.094232,0x200,brake_pressure,1.24,OK
2026-03-17T16:56:58.094254,0x300,accel_pedal,27.65,OK
2026-03-17T16:56:58.106943,0x100,wheel_speed,64.5,OK
2026-03-17T16:56:58.106973,0x200,brake_pressure,0.2,OK
2026-03-17T16:56:58.106985,0x300,accel_pedal,27.54,OK
2026-03-17T16:56:58.118910,0x100,wheel_speed,57.17,OK
2026-03-17T16:56:58.118942,0x200,brake_pressure,-1.93,OUT_OF_RANGE
2026-03-17T16:56:58.119029,0x300,accel_pedal,28.83,OK
2026-03-17T16:56:58.130938,0x100,wheel_speed,58.14,OK
2026-03-17T16:56:58.130982,0x200,brake_pressure,-1.24,OUT_OF_RANGE
2026-03-17T16:56:58.131099,0x300,accel_pedal,32.94,OK
2026-03-17T16:56:58.143630,0x100,wheel_speed,63.94,OK
2026-03-17T16:56:58.143660,0x200,brake_pressure,1.92,OK
2026-03-17T16:56:58.143679,0x300,accel_pedal,28.07,OK
2026-03-17T16:56:58.156235,0x100,wheel_speed,56.45,OK
2026-03-17T16:56:58.156252,0x200,brake_pressure,-1.03,OUT_OF_RANGE
2026-03-17T16:56:58.156300,0x300,accel_pedal,30.25,OK
2026-03-17T16:56:58.169012,0x100,wheel_speed,59.99,OK
2026-03-17T16:56:58.169064,0x200,brake_pressure,-0.38,OUT_OF_RANGE
2026-03-17T16:56:58.169160,0x300,accel_pedal,27.72,OK
2026-03-17T16:56:58.181716,0x100,wheel_speed,58.4,OK
2026-03-17T16:56:58.181758,0x200,brake_pressure,-0.2,OUT_OF_RANGE
2026-03-17T16:56:58.181840,0x300,accel_pedal,28.91,OK
2026-03-17T16:56:58.194460,0x100,wheel_speed,62.66,OK
2026-03-17T16:56:58.194497,0x200,brake_pressure,-1.57,OUT_OF_RANGE
2026-03-17T16:56:58.194579,0x300,accel_pedal,28.43,OK
2026-03-17T16:56:58.206731,0x100,wheel_speed,60.13,OK
2026-03-17T16:56:58.206770,0x200,brake_pressure,0.0,OK
2026-03-17T16:56:58.206784,0x300,accel_pedal,28.94,OK
2026-03-17T16:56:58.218990,0x100,wheel_speed,59.82,OK
2026-03-17T16:56:58.219037,0x200,brake_pressure,-1.5,OUT_OF_RANGE
2026-03-17T16:56:58.219139,0x300,accel_pedal,27.57,OK
2026-03-17T16:56:58.230925,0x100,wheel_speed,56.87,OK
2026-03-17T16:56:58.230977,0x200,brake_pressure,0.79,OK
2026-03-17T16:56:58.230999,0x300,accel_pedal,28.76,OK
2026-03-17T16:56:58.243710,0x100,wheel_speed,64.56,OK
2026-03-17T16:56:58.243756,0x200,brake_pressure,1.99,OK
2026-03-17T16:56:58.243775,0x300,accel_pedal,28.96,OK
2026-03-17T16:56:58.254307,0x100,wheel_speed,56.91,OK
2026-03-17T16:56:58.254351,0x200,brake_pressure,-1.5,OUT_OF_RANGE
2026-03-17T16:56:58.254454,0x300,accel_pedal,32.3,OK
2026-03-17T16:56:58.267062,0x100,wheel_speed,59.61,OK
2026-03-17T16:56:58.267100,0x200,brake_pressure,0.69,OK
2026-03-17T16:56:58.267120,0x300,accel_pedal,32.23,OK
2026-03-17T16:56:58.279786,0x100,wheel_speed,55.84,OK
2026-03-17T16:56:58.279814,0x200,brake_pressure,-1.78,OUT_OF_RANGE
2026-03-17T16:56:58.279906,0x300,accel_pedal,31.56,OK
2026-03-17T16:56:58.292523,0x100,wheel_speed,62.33,OK
2026-03-17T16:56:58.292559,0x200,brake_pressure,-0.46,OUT_OF_RANGE
2026-03-17T16:56:58.292645,0x300,accel_pedal,27.09,OK
2026-03-17T16:56:58.305361,0x100,wheel_speed,60.66,OK
2026-03-17T16:56:58.305407,0x200,brake_pressure,1.34,OK
2026-03-17T16:56:58.305428,0x300,accel_pedal,28.49,OK
2026-03-17T16:56:58.318131,0x100,wheel_speed,64.35,OK
2026-03-17T16:56:58.318172,0x200,brake_pressure,1.66,OK
2026-03-17T16:56:58.318193,0x300,accel_pedal,27.82,OK
2026-03-17T16:56:58.331001,0x100,wheel_speed,56.91,OK
2026-03-17T16:56:58.331036,0x200,brake_pressure,0.14,OK
2026-03-17T16:56:58.331047,0x300,accel_pedal,28.03,OK
2026-03-17T16:56:58.343436,0x100,wheel_speed,55.97,OK
2026-03-17T16:56:58.343473,0x200,brake_pressure,-1.75,OUT_OF_RANGE
2026-03-17T16:56:58.343555,0x300,accel_pedal,32.23,OK
2026-03-17T16:56:58.356138,0x100,wheel_speed,61.67,OK
2026-03-17T16:56:58.356165,0x200,brake_pressure,-1.72,OUT_OF_RANGE
2026-03-17T16:56:58.356220,0x300,accel_pedal,28.64,OK
2026-03-17T16:56:58.367944,0x100,wheel_speed,59.14,OK
2026-03-17T16:56:58.367989,0x200,brake_pressure,1.64,OK
2026-03-17T16:56:58.368009,0x300,accel_pedal,32.16,OK
2026-03-17T16:56:58.379724,0x100,wheel_speed,57.55,OK
2026-03-17T16:56:58.379771,0x200,brake_pressure,-1.97,OUT_OF_RANGE
2026-03-17T16:56:58.379868,0x300,accel_pedal,29.92,OK
2026-03-17T16:56:58.392532,0x100,wheel_speed,61.52,OK
2026-03-17T16:56:58.392566,0x200,brake_pressure,0.31,OK
2026-03-17T16:56:58.392580,0x300,accel_pedal,31.74,OK
2026-03-17T16:56:58.405334,0x100,wheel_speed,62.31,OK
2026-03-17T16:56:58.405382,0x200,brake_pressure,-0.59,OUT_OF_RANGE
2026-03-17T16:56:58.405490,0x300,accel_pedal,30.69,OK
2026-03-17T16:56:58.418012,0x100,wheel_speed,61.3,OK
2026-03-17T16:56:58.418058,0x200,brake_pressure,1.77,OK
2026-03-17T16:56:58.418080,0x300,accel_pedal,28.04,OK
2026-03-17T16:56:58.430796,0x100,wheel_speed,63.23,OK
2026-03-17T16:56:58.430842,0x200,brake_pressure,-1.11,OUT_OF_RANGE
2026-03-17T16:56:58.430929,0x300,accel_pedal,28.04,OK
2026-03-17T16:56:58.443781,0x100,wheel_speed,57.23,OK
2026-03-17T16:56:58.443852,0x200,brake_pressure,-1.46,OUT_OF_RANGE
2026-03-17T16:56:58.443929,0x300,accel_pedal,31.94,OK
2026-03-17T16:56:58.456477,0x100,wheel_speed,64.06,OK
2026-03-17T16:56:58.456509,0x200,brake_pressure,1.44,OK
2026-03-17T16:56:58.456518,0x300,accel_pedal,30.55,OK
2026-03-17T16:56:58.469124,0x100,wheel_speed,56.68,OK
2026-03-17T16:56:58.469169,0x200,brake_pressure,-1.38,OUT_OF_RANGE
2026-03-17T16:56:58.469273,0x300,accel_pedal,31.48,OK
2026-03-17T16:56:58.481936,0x100,wheel_speed,59.91,OK
2026-03-17T16:56:58.481987,0x200,brake_pressure,-0.03,OUT_OF_RANGE
2026-03-17T16:56:58.482092,0x300,accel_pedal,32.99,OK
2026-03-17T16:56:58.494734,0x100,wheel_speed,56.55,OK
2026-03-17T16:56:58.494778,0x200,brake_pressure,-0.2,OUT_OF_RANGE
2026-03-17T16:56:58.494871,0x300,accel_pedal,28.63,OK
2026-03-17T16:56:58.505147,0x100,wheel_speed,55.59,OK
2026-03-17T16:56:58.505193,0x200,brake_pressure,-0.56,OUT_OF_RANGE
2026-03-17T16:56:58.505282,0x300,accel_pedal,32.28,OK
2026-03-17T16:56:58.518304,0x100,wheel_speed,59.06,OK
2026-03-17T16:56:58.518374,0x200,brake_pressure,-0.18,OUT_OF_RANGE
2026-03-17T16:56:58.518481,0x300,accel_pedal,29.79,OK
2026-03-17T16:56:58.529888,0x100,wheel_speed,57.6,OK
2026-03-17T16:56:58.529939,0x200,brake_pressure,-1.25,OUT_OF_RANGE
2026-03-17T16:56:58.530030,0x300,accel_pedal,28.01,OK
2026-03-17T16:56:58.542450,0x100,wheel_speed,60.84,OK
2026-03-17T16:56:58.542498,0x200,brake_pressure,0.99,OK
2026-03-17T16:56:58.542519,0x300,accel_pedal,27.96,OK
2026-03-17T16:56:58.555262,0x100,wheel_speed,55.46,OK
2026-03-17T16:56:58.555310,0x200,brake_pressure,-1.77,OUT_OF_RANGE
2026-03-17T16:56:58.555399,0x300,accel_pedal,32.85,OK
2026-03-17T16:56:58.568152,0x100,wheel_speed,58.98,OK
2026-03-17T16:56:58.568208,0x200,brake_pressure,1.06,OK
2026-03-17T16:56:58.568232,0x300,accel_pedal,30.01,OK
2026-03-17T16:56:58.579884,0x100,wheel_speed,63.3,OK
2026-03-17T16:56:58.579933,0x200,brake_pressure,1.51,OK
2026-03-17T16:56:58.579952,0x300,accel_pedal,32.2,OK
2026-03-17T16:56:58.591507,0x100,wheel_speed,55.67,OK
2026-03-17T16:56:58.591552,0x200,brake_pressure,0.38,OK
2026-03-17T16:56:58.591573,0x300,accel_pedal,28.27,OK
2026-03-17T16:56:58.602401,0x100,wheel_speed,64.66,OK
2026-03-17T16:56:58.602447,0x200,brake_pressure,-1.23,OUT_OF_RANGE
2026-03-17T16:56:58.602537,0x300,accel_pedal,28.53,OK
2026-03-17T16:56:58.615134,0x100,wheel_speed,61.16,OK
2026-03-17T16:56:58.615171,0x200,brake_pressure,0.47,OK
2026-03-17T16:56:58.615182,0x300,accel_pedal,30.64,OK
2026-03-17T16:56:58.627908,0x100,wheel_speed,63.51,OK
2026-03-17T16:56:58.627962,0x200,brake_pressure,-0.13,OUT_OF_RANGE
2026-03-17T16:56:58.628083,0x300,accel_pedal,31.15,OK
2026-03-17T16:56:58.640659,0x100,wheel_speed,55.52,OK
2026-03-17T16:56:58.640704,0x200,brake_pressure,-1.43,OUT_OF_RANGE
2026-03-17T16:56:58.640788,0x300,accel_pedal,32.96,OK
2026-03-17T16:56:58.652339,0x100,wheel_speed,58.71,OK
2026-03-17T16:56:58.652379,0x200,brake_pressure,-1.63,OUT_OF_RANGE
2026-03-17T16:56:58.652456,0x300,accel_pedal,31.72,OK
2026-03-17T16:56:58.665213,0x100,wheel_speed,63.84,OK
2026-03-17T16:56:58.665273,0x200,brake_pressure,-0.82,OUT_OF_RANGE
2026-03-17T16:56:58.665376,0x300,accel_pedal,27.89,OK
2026-03-17T16:56:58.678002,0x100,wheel_speed,59.74,OK
2026-03-17T16:56:58.678050,0x200,brake_pressure,1.91,OK
2026-03-17T16:56:58.678072,0x300,accel_pedal,32.99,OK
2026-03-17T16:56:58.688616,0x100,wheel_speed,64.82,OK
2026-03-17T16:56:58.688651,0x200,brake_pressure,1.0,OK
2026-03-17T16:56:58.688662,0x300,accel_pedal,31.33,OK
2026-03-17T16:56:58.701508,0x100,wheel_speed,63.6,OK
2026-03-17T16:56:58.701555,0x200,brake_pressure,1.35,OK
2026-03-17T16:56:58.701574,0x300,accel_pedal,28.35,OK
2026-03-17T16:56:58.713484,0x100,wheel_speed,59.81,OK
2026-03-17T16:56:58.713536,0x200,brake_pressure,-1.24,OUT_OF_RANGE
2026-03-17T16:56:58.713679,0x300,accel_pedal,28.3,OK
2026-03-17T16:56:58.726248,0x100,wheel_speed,57.51,OK
2026-03-17T16:56:58.726287,0x200,brake_pressure,0.24,OK
